16	DUM.HiC_scaffold_1	1447065	1447081	++	TENT.HiC_scaffold_2	285951897	285951913	+-	SARA.HiC_scaffold_11	168387571	168387587	+-	LIN.HiC_scaffold_8	80696089	80696093	++	
3121	DUM.HiC_scaffold_1	1447253	1447399	++	TENT.HiC_scaffold_2	285952085	285952255	+-	SARA.HiC_scaffold_11	168387766	168390887	+-	LIN.HiC_scaffold_8	123170921	123171060	+-	
11164	DUM.HiC_scaffold_1	1448204	1459135	++	TENT.HiC_scaffold_2	285953059	285964074	+-	SARA.HiC_scaffold_11	168398937	168408714	+-	LIN.HiC_scaffold_8	123171724	123182888	+-	
2	DUM.HiC_scaffold_1	1459333	1459335	++	TENT.HiC_scaffold_2	285964272	285964274	+-	SARA.HiC_scaffold_11	28195267	28195269	++	LIN.HiC_scaffold_8	31873832	31873834	++	
9246	DUM.HiC_scaffold_1	1462764	1471704	++	TENT.HiC_scaffold_2	285967439	285976685	+-	SARA.HiC_scaffold_11	168408719	168415354	+-	LIN.HiC_scaffold_8	123184461	123192060	+-	
896	DUM.HiC_scaffold_1	1471719	1472461	++	TENT.HiC_scaffold_2	285976700	285977441	+-	SARA.HiC_scaffold_11	168415369	168416265	+-	LIN.HiC_scaffold_12	91339543	91340192	++	
7601	DUM.HiC_scaffold_1	1473757	1480566	++	TENT.HiC_scaffold_2	285979217	285986818	+-	SARA.HiC_scaffold_11	168416472	168422817	+-	LIN.HiC_scaffold_8	123193138	123198986	+-	
13350	DUM.HiC_scaffold_1	1480567	1491487	++	TENT.HiC_scaffold_2	285986819	285998172	+-	SARA.HiC_scaffold_11	168422818	168436168	+-	LIN.HiC_scaffold_8	123204791	123211823	+-	
6886	DUM.HiC_scaffold_1	1496574	1500834	++	TENT.HiC_scaffold_2	286003248	286007607	+-	SARA.HiC_scaffold_11	168436558	168440537	+-	LIN.HiC_scaffold_8	123218445	123225331	+-	
6184	DUM.HiC_scaffold_1	1506200	1512175	++	TENT.HiC_scaffold_2	286014633	286020817	+-	SARA.HiC_scaffold_11	168440885	168445735	+-	LIN.HiC_scaffold_8	123225359	123229341	+-	
4322	DUM.HiC_scaffold_1	1512176	1513260	++	TENT.HiC_scaffold_2	286020818	286021908	+-	SARA.HiC_scaffold_11	168451634	168454275	+-	LIN.HiC_scaffold_8	123234813	123239135	+-	
5091	DUM.HiC_scaffold_1	1515606	1516701	++	TENT.HiC_scaffold_2	286024184	286025304	+-	SARA.HiC_scaffold_11	168457685	168462776	+-	LIN.HiC_scaffold_8	5525263	5528469	++	
16047	DUM.HiC_scaffold_1	1517739	1532604	++	TENT.HiC_scaffold_2	286030577	286046624	+-	SARA.HiC_scaffold_11	168462789	168473738	+-	LIN.HiC_scaffold_8	5529555	5540541	++	
6386	DUM.HiC_scaffold_1	1532605	1538402	++	TENT.HiC_scaffold_2	286046625	286052984	+-	SARA.HiC_scaffold_11	168478686	168485072	+-	LIN.HiC_scaffold_8	123256729	123260045	+-	
2011	DUM.HiC_scaffold_1	1552091	1554102	++	TENT.HiC_scaffold_2	286062374	286064384	+-	SARA.HiC_scaffold_11	168487031	168487926	+-	LIN.HiC_scaffold_8	123265340	123265963	+-	
1330	DUM.HiC_scaffold_1	1558250	1559580	++	TENT.HiC_scaffold_2	286066732	286066777	+-	SARA.HiC_scaffold_11	168496999	168497039	+-	LIN.HiC_scaffold_8	123267447	123267487	+-	
600	DUM.HiC_scaffold_1	1561215	1561814	++	TENT.HiC_scaffold_2	286068619	286069219	+-	SARA.HiC_scaffold_11	56473340	56473588	++	LIN.HiC_scaffold_8	41708625	41708864	++	
3464	DUM.HiC_scaffold_1	1563621	1564543	++	TENT.HiC_scaffold_2	286071029	286072189	+-	SARA.HiC_scaffold_11	168509153	168510083	+-	LIN.HiC_scaffold_8	123267801	123271265	+-	
29201	DUM.HiC_scaffold_1	1565043	1589527	++	TENT.HiC_scaffold_2	286072689	286098316	+-	SARA.HiC_scaffold_11	168522634	168548685	+-	LIN.HiC_scaffold_8	123271347	123300548	+-	
6	DUM.HiC_scaffold_1	1598512	1598516	++	TENT.HiC_scaffold_2	286107918	286107924	+-	SARA.HiC_scaffold_11	154258895	154258899	++	LIN.HiC_scaffold_8	36386443	36386447	+-	
9246	DUM.HiC_scaffold_1	1599397	1605556	++	TENT.HiC_scaffold_2	286108838	286117398	+-	SARA.HiC_scaffold_11	168550946	168556794	+-	LIN.HiC_scaffold_8	123300559	123309805	+-	
918	DUM.HiC_scaffold_1	1606671	1607588	++	TENT.HiC_scaffold_2	286118513	286119431	+-	SARA.HiC_scaffold_11	168574933	168575830	+-	LIN.HiC_scaffold_8	123312308	123313114	+-	
522	DUM.HiC_scaffold_1	1610085	1610277	++	TENT.HiC_scaffold_2	286121791	286121989	+-	SARA.HiC_scaffold_11	168576285	168576476	+-	LIN.HiC_scaffold_8	123323079	123323601	+-	
11803	DUM.HiC_scaffold_1	1616283	1621520	++	TENT.HiC_scaffold_2	286126537	286131741	+-	SARA.HiC_scaffold_11	168579248	168584254	+-	LIN.HiC_scaffold_8	123323608	123335411	+-	
5409	DUM.HiC_scaffold_1	1630468	1632455	++	TENT.HiC_scaffold_2	286140658	286142640	+-	SARA.HiC_scaffold_11	168592502	168594270	+-	LIN.HiC_scaffold_8	123335455	123340864	+-	
666	DUM.HiC_scaffold_1	1640389	1641055	++	TENT.HiC_scaffold_2	286159847	286160513	+-	SARA.HiC_scaffold_11	168604751	168605379	+-	LIN.HiC_scaffold_8	123363214	123363748	+-	
2517	DUM.HiC_scaffold_1	1653233	1655041	++	TENT.HiC_scaffold_2	286174900	286176602	+-	SARA.HiC_scaffold_11	168623572	168624920	+-	LIN.HiC_scaffold_8	123366061	123368578	+-	
850	DUM.HiC_scaffold_1	1663768	1664559	++	TENT.HiC_scaffold_2	286186251	286187042	+-	SARA.HiC_scaffold_11	168624932	168625715	+-	LIN.HiC_scaffold_8	123376741	123377591	+-	
871	DUM.HiC_scaffold_1	1670690	1671561	++	TENT.HiC_scaffold_2	286193905	286194771	+-	SARA.HiC_scaffold_11	168628456	168629309	+-	LIN.HiC_scaffold_8	123380732	123381391	+-	
1496	DUM.HiC_scaffold_1	1678936	1680432	++	TENT.HiC_scaffold_2	286202103	286202670	+-	SARA.HiC_scaffold_11	168634369	168634872	+-	LIN.HiC_scaffold_8	123452540	123453097	+-	
9551	DUM.HiC_scaffold_1	1776558	1779916	++	TENT.HiC_scaffold_2	286228557	286231975	+-	SARA.HiC_scaffold_11	168648258	168652566	+-	LIN.HiC_scaffold_8	123459995	123469546	+-	
13	DUM.HiC_scaffold_1	1780065	1780071	++	TENT.HiC_scaffold_2	286232124	286232130	+-	SARA.HiC_scaffold_11	168658832	168658845	+-	LIN.HiC_scaffold_8	123469880	123469885	+-	
36904	DUM.HiC_scaffold_1	1780154	1813767	++	TENT.HiC_scaffold_2	286232213	286269117	+-	SARA.HiC_scaffold_11	168672931	168704920	+-	LIN.HiC_scaffold_8	123469898	123502521	+-	
9762	DUM.HiC_scaffold_1	1821133	1829078	++	TENT.HiC_scaffold_2	286276131	286285893	+-	SARA.HiC_scaffold_11	168708666	168715423	+-	LIN.HiC_scaffold_8	123505078	123514136	+-	
935	DUM.HiC_scaffold_1	1829870	1830440	++	TENT.HiC_scaffold_2	286292068	286292637	+-	SARA.HiC_scaffold_11	168716402	168716970	+-	LIN.HiC_scaffold_8	123514140	123515075	+-	
3725	DUM.HiC_scaffold_1	1830576	1831108	++	TENT.HiC_scaffold_2	286292773	286293308	+-	SARA.HiC_scaffold_1	5485672	5489397	+-	LIN.HiC_scaffold_8	123515094	123515611	+-	
5330	DUM.HiC_scaffold_1	1831899	1832661	++	TENT.HiC_scaffold_2	286294091	286294868	+-	SARA.HiC_scaffold_11	168717682	168718461	+-	LIN.HiC_scaffold_8	70373904	70379234	+-	
92	DUM.HiC_scaffold_1	1837623	1837715	++	TENT.HiC_scaffold_2	286300375	286300467	+-	SARA.HiC_scaffold_11	168725364	168725456	+-	LIN.HiC_scaffold_8	70379235	70379259	+-	
10241	DUM.HiC_scaffold_1	1837716	1840893	++	TENT.HiC_scaffold_2	286300468	286303745	+-	SARA.HiC_scaffold_11	168725457	168735698	+-	LIN.HiC_scaffold_8	123516362	123518230	+-	
145	DUM.HiC_scaffold_1	1840894	1841039	++	TENT.HiC_scaffold_2	286303746	286303883	+-	SARA.HiC_scaffold_11	168735699	168735711	+-	LIN.HiC_scaffold_8	123523789	123523801	+-	
5393	DUM.HiC_scaffold_1	1842424	1846412	++	TENT.HiC_scaffold_2	286304434	286309827	+-	SARA.HiC_scaffold_11	168744617	168747375	+-	LIN.HiC_scaffold_8	123524302	123527321	+-	
230	DUM.HiC_scaffold_1	1846413	1846643	++	TENT.HiC_scaffold_2	286309828	286310058	+-	SARA.HiC_scaffold_11	168747376	168747582	+-	LIN.HiC_scaffold_8	123535970	123535985	+-	
999	DUM.HiC_scaffold_1	1855122	1856121	++	TENT.HiC_scaffold_2	286319474	286320089	+-	SARA.HiC_scaffold_11	168748218	168748242	+-	LIN.HiC_scaffold_8	123535986	123536002	+-	
6466	DUM.HiC_scaffold_1	1856693	1862097	++	TENT.HiC_scaffold_2	286320656	286326093	+-	SARA.HiC_scaffold_11	168756945	168761835	+-	LIN.HiC_scaffold_8	123540146	123546612	+-	
14826	DUM.HiC_scaffold_1	1864009	1872760	++	TENT.HiC_scaffold_2	286330558	286343204	+-	SARA.HiC_scaffold_11	168762378	168774306	+-	LIN.HiC_scaffold_8	123552019	123566845	+-	
6084	DUM.HiC_scaffold_1	1878187	1884271	++	TENT.HiC_scaffold_2	286347518	286351804	+-	SARA.HiC_scaffold_11	168777991	168783370	+-	LIN.HiC_scaffold_8	123570920	123572783	+-	
21109	DUM.HiC_scaffold_1	1889297	1902752	++	TENT.HiC_scaffold_2	286356886	286370386	+-	SARA.HiC_scaffold_11	168788650	168809759	+-	LIN.HiC_scaffold_8	123572962	123594038	+-	
5937	DUM.HiC_scaffold_1	1903366	1907613	++	TENT.HiC_scaffold_2	286371000	286375120	+-	SARA.HiC_scaffold_11	168815331	168821268	+-	LIN.HiC_scaffold_8	123601155	123605630	+-	
114	DUM.HiC_scaffold_1	1907659	1907768	++	TENT.HiC_scaffold_2	286375166	286375275	+-	SARA.HiC_scaffold_11	168821320	168821427	+-	LIN.HiC_scaffold_12	89614305	89614419	+-	
15	DUM.HiC_scaffold_1	1909037	1909048	++	TENT.HiC_scaffold_2	286376544	286376555	+-	SARA.HiC_scaffold_11	168824634	168824645	+-	LIN.HiC_scaffold_8	38261705	38261720	++	
15177	DUM.HiC_scaffold_1	1909688	1924256	++	TENT.HiC_scaffold_2	286377195	286392372	+-	SARA.HiC_scaffold_11	168825302	168836749	+-	LIN.HiC_scaffold_8	123606755	123615610	+-	
9278	DUM.HiC_scaffold_1	1924274	1930089	++	TENT.HiC_scaffold_2	286392390	286398224	+-	SARA.HiC_scaffold_11	168843188	168847105	+-	LIN.HiC_scaffold_8	123620375	123629653	+-	
1805	DUM.HiC_scaffold_1	1932922	1934727	++	TENT.HiC_scaffold_2	286410693	286411683	+-	SARA.HiC_scaffold_11	168847834	168849087	+-	LIN.HiC_scaffold_8	123629654	123631201	+-	
754	DUM.HiC_scaffold_1	1940681	1941397	++	TENT.HiC_scaffold_2	286411684	286412413	+-	SARA.HiC_scaffold_11	168849088	168849705	+-	LIN.HiC_scaffold_8	123631202	123631956	+-	
23134	DUM.HiC_scaffold_1	1941398	1962102	++	TENT.HiC_scaffold_2	286412414	286435548	+-	SARA.HiC_scaffold_11	168849706	168865495	+-	LIN.HiC_scaffold_8	123637133	123647477	+-	
824	DUM.HiC_scaffold_1	1964283	1964609	++	TENT.HiC_scaffold_2	286439292	286439604	+-	SARA.HiC_scaffold_11	168867157	168867951	+-	LIN.HiC_scaffold_8	123654617	123655441	+-	
2336	DUM.HiC_scaffold_1	1972959	1975266	++	TENT.HiC_scaffold_2	286444700	286447036	+-	SARA.HiC_scaffold_11	168880415	168881487	+-	LIN.HiC_scaffold_8	123655600	123656546	+-	
1	DUM.HiC_scaffold_1	1979569	1979570	++	TENT.HiC_scaffold_2	286452026	286452027	+-	SARA.HiC_scaffold_11	7784204	7784205	++	LIN.HiC_scaffold_8	5118496	5118497	++	
5018	DUM.HiC_scaffold_1	1979911	1983490	++	TENT.HiC_scaffold_2	286452369	286455835	+-	SARA.HiC_scaffold_11	168888661	168891962	+-	LIN.HiC_scaffold_8	123659800	123664818	+-	
10890	DUM.HiC_scaffold_1	1983848	1991730	++	TENT.HiC_scaffold_2	286456207	286463583	+-	SARA.HiC_scaffold_11	168899236	168907832	+-	LIN.HiC_scaffold_8	123667245	123678135	+-	
9878	DUM.HiC_scaffold_1	1991731	1996828	++	TENT.HiC_scaffold_2	286463584	286468627	+-	SARA.HiC_scaffold_11	168909610	168919488	+-	LIN.HiC_scaffold_8	123683274	123691050	+-	
28176	DUM.HiC_scaffold_1	2000567	2022240	++	TENT.HiC_scaffold_2	286474455	286502631	+-	SARA.HiC_scaffold_11	168919521	168942296	+-	LIN.HiC_scaffold_8	123691086	123713958	+-	
8992	DUM.HiC_scaffold_1	2027845	2036334	++	TENT.HiC_scaffold_2	286508268	286517260	+-	SARA.HiC_scaffold_11	168948181	168952910	+-	LIN.HiC_scaffold_8	123713959	123718752	+-	
6983	DUM.HiC_scaffold_1	2038882	2043340	++	TENT.HiC_scaffold_2	286524679	286529185	+-	SARA.HiC_scaffold_11	168953348	168958942	+-	LIN.HiC_scaffold_8	123718753	123725736	+-	
750	DUM.HiC_scaffold_1	2044262	2045012	++	TENT.HiC_scaffold_2	286530649	286531391	+-	SARA.HiC_scaffold_11	168967691	168968408	+-	LIN.HiC_scaffold_8	123731633	123732302	+-	
1838	DUM.HiC_scaffold_1	2047039	2048877	++	TENT.HiC_scaffold_2	286534245	286535603	+-	SARA.HiC_scaffold_11	168977367	168977805	+-	LIN.HiC_scaffold_8	123739874	123740362	+-	
467	DUM.HiC_scaffold_1	2052254	2052715	++	TENT.HiC_scaffold_2	286539779	286540246	+-	SARA.HiC_scaffold_11	168978783	168979220	+-	LIN.HiC_scaffold_12	80412598	80413053	+-	
9088	DUM.HiC_scaffold_1	2054617	2063703	++	TENT.HiC_scaffold_2	286542153	286551241	+-	SARA.HiC_scaffold_11	168986745	168991993	+-	LIN.HiC_scaffold_8	123740370	123747794	+-	
743	DUM.HiC_scaffold_1	2064638	2064830	++	TENT.HiC_scaffold_2	286553226	286553418	+-	SARA.HiC_scaffold_11	168994095	168994101	+-	LIN.HiC_scaffold_12	80724590	80725333	+-	
782	DUM.HiC_scaffold_1	2064831	2065613	++	TENT.HiC_scaffold_2	286553420	286554175	+-	SARA.HiC_scaffold_1	162429311	162429345	++	LIN.HiC_scaffold_12	80725334	80725372	+-	
842	DUM.HiC_scaffold_1	2065656	2066498	++	TENT.HiC_scaffold_2	286554218	286554971	+-	SARA.HiC_scaffold_1	162429385	162429388	++	LIN.HiC_scaffold_8	123749435	123749438	+-	
1485	DUM.HiC_scaffold_1	2066757	2067818	++	TENT.HiC_scaffold_2	286555235	286555808	+-	SARA.HiC_scaffold_11	168995008	168996163	+-	LIN.HiC_scaffold_8	123750061	123751546	+-	
850	DUM.HiC_scaffold_1	2067819	2068407	++	TENT.HiC_scaffold_2	286561575	286562425	+-	SARA.HiC_scaffold_11	168996164	168996682	+-	LIN.HiC_scaffold_8	123751547	123752171	+-	
29	DUM.HiC_scaffold_1	2069215	2069244	++	TENT.HiC_scaffold_2	5693999	5694015	++	SARA.HiC_scaffold_11	7772337	7772347	++	LIN.HiC_scaffold_8	5111721	5111731	++	
5876	DUM.HiC_scaffold_1	2072697	2078536	++	TENT.HiC_scaffold_2	286564666	286570542	+-	SARA.HiC_scaffold_11	169001232	169007040	+-	LIN.HiC_scaffold_8	123757145	123761448	+-	
14499	DUM.HiC_scaffold_1	2081783	2088277	++	TENT.HiC_scaffold_2	286581613	286587576	+-	SARA.HiC_scaffold_11	169007173	169020497	+-	LIN.HiC_scaffold_8	123762831	123777330	+-	
9396	DUM.HiC_scaffold_1	2088388	2097312	++	TENT.HiC_scaffold_2	286587686	286596804	+-	SARA.HiC_scaffold_11	169026444	169032428	+-	LIN.HiC_scaffold_8	123778675	123788071	+-	
629	DUM.HiC_scaffold_1	2098447	2099076	++	TENT.HiC_scaffold_2	286597948	286598568	+-	SARA.HiC_scaffold_11	169035929	169036500	+-	LIN.HiC_scaffold_8	123793336	123793847	+-	
5848	DUM.HiC_scaffold_1	2109025	2112961	++	TENT.HiC_scaffold_2	286617422	286623270	+-	SARA.HiC_scaffold_11	169038909	169043769	+-	LIN.HiC_scaffold_8	123812058	123814610	+-	
407	DUM.HiC_scaffold_1	2114360	2114767	++	TENT.HiC_scaffold_2	286624691	286625095	+-	SARA.HiC_scaffold_11	169050024	169050162	+-	LIN.HiC_scaffold_8	123815101	123815102	+-	
5390	DUM.HiC_scaffold_1	2158573	2163963	++	TENT.HiC_scaffold_2	286638306	286642538	+-	SARA.HiC_scaffold_11	169064947	169068608	+-	LIN.HiC_scaffold_8	123822801	123824853	+-	
8904	DUM.HiC_scaffold_1	2164101	2172420	++	TENT.HiC_scaffold_2	286642676	286651580	+-	SARA.HiC_scaffold_11	169068757	169073044	+-	LIN.HiC_scaffold_8	123831088	123838981	+-	
12	DUM.HiC_scaffold_1	2175546	2175558	++	TENT.HiC_scaffold_2	286655973	286655985	+-	SARA.HiC_scaffold_11	169078789	169078801	+-	LIN.HiC_scaffold_8	126208633	126208640	+-	
3898	DUM.HiC_scaffold_1	2176451	2178612	++	TENT.HiC_scaffold_2	286657463	286659617	+-	SARA.HiC_scaffold_11	169080317	169083460	+-	LIN.HiC_scaffold_8	123840067	123843965	+-	
6061	DUM.HiC_scaffold_1	2198202	2199483	++	TENT.HiC_scaffold_2	286681545	286682951	+-	SARA.HiC_scaffold_11	169084067	169085801	+-	LIN.HiC_scaffold_8	123855309	123861370	+-	
29	DUM.HiC_scaffold_1	2202117	2202146	++	TENT.HiC_scaffold_2	286690170	286690199	+-	SARA.HiC_scaffold_11	169099344	169099373	+-	LIN.HiC_scaffold_8	123862899	123862928	+-	
6580	DUM.HiC_scaffold_1	2202147	2206570	++	TENT.HiC_scaffold_2	286690200	286696538	+-	SARA.HiC_scaffold_11	169099374	169105954	+-	LIN.HiC_scaffold_8	123868087	123872114	+-	
11	DUM.HiC_scaffold_1	2211434	2211445	++	TENT.HiC_scaffold_2	286704633	286704644	+-	SARA.HiC_scaffold_11	169106878	169106889	+-	LIN.HiC_scaffold_8	123873044	123873055	+-	
0	DUM.HiC_scaffold_1	2211491	2211491	++	TENT.HiC_scaffold_2	286704689	286704689	+-	SARA.HiC_scaffold_11	169106934	169106934	+-	LIN.HiC_scaffold_8	104762360	104762360	++	
2595	DUM.HiC_scaffold_1	2214601	2217196	++	TENT.HiC_scaffold_2	286707840	286710177	+-	SARA.HiC_scaffold_11	169108937	169110489	+-	LIN.HiC_scaffold_8	123883602	123885037	+-	
1559	DUM.HiC_scaffold_1	2217197	2218756	++	TENT.HiC_scaffold_2	286710178	286711731	+-	SARA.HiC_scaffold_11	169117771	169119164	+-	LIN.HiC_scaffold_8	123885038	123886198	+-	
5647	DUM.HiC_scaffold_1	2224836	2230185	++	TENT.HiC_scaffold_2	286716508	286722155	+-	SARA.HiC_scaffold_11	169121997	169125249	+-	LIN.HiC_scaffold_8	123888149	123893256	+-	
347	DUM.HiC_scaffold_1	2235856	2236203	++	TENT.HiC_scaffold_2	286723384	286723731	+-	SARA.HiC_scaffold_11	169125260	169125403	+-	LIN.HiC_scaffold_8	123893263	123893327	+-	
9851	DUM.HiC_scaffold_1	2240278	2250129	++	TENT.HiC_scaffold_2	286729181	286737934	+-	SARA.HiC_scaffold_11	169126690	169136186	+-	LIN.HiC_scaffold_8	123894126	123901675	+-	
2684	DUM.HiC_scaffold_1	2256394	2259078	++	TENT.HiC_scaffold_2	286740904	286743576	+-	SARA.HiC_scaffold_11	169137226	169139237	+-	LIN.HiC_scaffold_8	123905967	123907961	+-	
18379	DUM.HiC_scaffold_1	2263753	2282132	++	TENT.HiC_scaffold_2	286745420	286760878	+-	SARA.HiC_scaffold_11	169145760	169160925	+-	LIN.HiC_scaffold_8	123909154	123922884	+-	
1642	DUM.HiC_scaffold_1	2282421	2282930	++	TENT.HiC_scaffold_2	286761166	286761667	+-	SARA.HiC_scaffold_11	169161171	169162813	+-	LIN.HiC_scaffold_8	123930602	123930783	+-	
4950	DUM.HiC_scaffold_1	2298691	2299923	++	TENT.HiC_scaffold_2	286767475	286768708	+-	SARA.HiC_scaffold_11	169162815	169164024	+-	LIN.HiC_scaffold_8	123930803	123935753	+-	
27	DUM.HiC_scaffold_1	2300554	2300573	++	TENT.HiC_scaffold_2	286769346	286769365	+-	SARA.HiC_scaffold_1	147734064	147734087	++	LIN.HiC_scaffold_12	51397651	51397678	+-	
227	DUM.HiC_scaffold_1	2300856	2301082	++	TENT.HiC_scaffold_2	286769648	286769874	+-	SARA.HiC_scaffold_1	147734352	147734577	++	LIN.HiC_scaffold_12	97442143	97442370	+-	
714	DUM.HiC_scaffold_1	2306722	2307377	++	TENT.HiC_scaffold_2	286775525	286776195	+-	SARA.HiC_scaffold_11	169165674	169166388	+-	LIN.HiC_scaffold_8	123935754	123936447	+-	
2431	DUM.HiC_scaffold_1	2307410	2309419	++	TENT.HiC_scaffold_2	286776228	286778337	+-	SARA.HiC_scaffold_11	169166421	169168852	+-	LIN.HiC_scaffold_8	123945574	123947973	+-	
247	DUM.HiC_scaffold_1	2315658	2315673	++	TENT.HiC_scaffold_2	286782460	286782475	+-	SARA.HiC_scaffold_11	169171329	169171344	+-	LIN.HiC_scaffold_8	123950015	123950262	+-	
1330	DUM.HiC_scaffold_1	2315674	2316564	++	TENT.HiC_scaffold_2	286782476	286783373	+-	SARA.HiC_scaffold_11	169171345	169172188	+-	LIN.HiC_scaffold_8	123956707	123958037	+-	
1029	DUM.HiC_scaffold_1	2316565	2316587	++	TENT.HiC_scaffold_2	286783374	286783396	+-	SARA.HiC_scaffold_11	169172189	169172216	+-	LIN.HiC_scaffold_8	123826181	123827210	+-	
2944	DUM.HiC_scaffold_1	2316785	2319369	++	TENT.HiC_scaffold_2	286783594	286786538	+-	SARA.HiC_scaffold_11	169175192	169177212	+-	LIN.HiC_scaffold_8	123962531	123964286	+-	
652	DUM.HiC_scaffold_1	2319957	2320609	++	TENT.HiC_scaffold_2	286787138	286787737	+-	SARA.HiC_scaffold_11	7500227	7500374	++	LIN.HiC_scaffold_8	4817152	4817530	++	
280	DUM.HiC_scaffold_1	2320610	2320890	++	TENT.HiC_scaffold_2	286787738	286788018	+-	SARA.HiC_scaffold_11	7500375	7500490	++	LIN.HiC_scaffold_8	4952343	4952458	++	
4825	DUM.HiC_scaffold_1	2326564	2327827	++	TENT.HiC_scaffold_2	286794901	286796144	+-	SARA.HiC_scaffold_11	169185853	169190678	+-	LIN.HiC_scaffold_8	123966720	123967399	+-	
1410	DUM.HiC_scaffold_1	2329176	2329787	++	TENT.HiC_scaffold_2	286797404	286797983	+-	SARA.HiC_scaffold_11	169191179	169192589	+-	LIN.HiC_scaffold_12	109002321	109002885	+-	
1540	DUM.HiC_scaffold_1	2329788	2330569	++	TENT.HiC_scaffold_2	286797984	286799524	+-	SARA.HiC_scaffold_11	169192590	169194028	+-	LIN.HiC_scaffold_8	123969193	123970060	+-	
449	DUM.HiC_scaffold_1	2341880	2342171	++	TENT.HiC_scaffold_2	286802304	286802753	+-	SARA.HiC_scaffold_11	169202085	169202391	+-	LIN.HiC_scaffold_8	123977459	123977692	+-	
15428	DUM.HiC_scaffold_1	2350954	2359588	++	TENT.HiC_scaffold_2	286803753	286813429	+-	SARA.HiC_scaffold_11	169202746	169218174	+-	LIN.HiC_scaffold_8	123977693	123988034	+-	
10666	DUM.HiC_scaffold_1	2370216	2372513	++	TENT.HiC_scaffold_2	5336073	5338362	++	SARA.HiC_scaffold_11	169228523	169236066	+-	LIN.HiC_scaffold_8	123989194	123999860	+-	
1923	DUM.HiC_scaffold_1	2374068	2374213	++	TENT.HiC_scaffold_2	286826907	286827050	+-	SARA.HiC_scaffold_11	7420260	7420392	++	LIN.HiC_scaffold_8	4770891	4772814	++	
14714	DUM.HiC_scaffold_1	2375612	2381954	++	TENT.HiC_scaffold_2	286828462	286835417	+-	SARA.HiC_scaffold_11	169238207	169252921	+-	LIN.HiC_scaffold_8	123999861	124004776	+-	
676	DUM.HiC_scaffold_1	2389928	2390604	++	TENT.HiC_scaffold_2	286843489	286844145	+-	SARA.HiC_scaffold_11	169265078	169265730	+-	LIN.HiC_scaffold_8	124013317	124013952	+-	
17932	DUM.HiC_scaffold_1	2396052	2413984	++	TENT.HiC_scaffold_2	286847533	286864612	+-	SARA.HiC_scaffold_11	169266648	169280704	+-	LIN.HiC_scaffold_8	124017001	124028405	+-	
